"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Closest Matching Standard Crop (by Revenue/ha),Exclude Data?
"Fadl et al 2013; calculated net profit margin for intercropped sesame; Fadl, K. E. M. (2013). Influence of Acacia senegal agroforestry system on growth and yield of sorghum, sesame, roselle and gum in north Kordofan State, Sudan. Journal of forestry research, 24(1), 173-177.",https://s3.amazonaws.com/academia.edu.documents/44685468/Influence_of_Acacia_senegal_agroforestry20160413-8417-103zo02.pdf?AWSAccessKeyId=AKIAIWOWYYGZ2Y53UL3A&Expires=1517664040&Signature=vYm4A4lBBb7khrjQS9PxgOiEhBM%3D&response-content-disposition=inline%3B%20filename%3DInfluence_of_Acacia_senegal_agroforestry.pdf,Middle East and Africa,Sudan,,,,1.4634146341463414,% increase (solution vs. conventional),1214.002511416976,US$2014/ ha/ yr ,,"Sesame intercropped - calculated difference between net revenue of intercropped sesame divided by net revenue for sole sesame, based on Table 4 (p. 5)",Other,
"Fadl et al 2013; calculated net profit margin for intercropped roselle; Fadl, K. E. M. (2013). Influence of Acacia senegal agroforestry system on growth and yield of sorghum, sesame, roselle and gum in north Kordofan State, Sudan. Journal of forestry research, 24(1), 173-177.",https://s3.amazonaws.com/academia.edu.documents/44685468/Influence_of_Acacia_senegal_agroforestry20160413-8417-103zo02.pdf?AWSAccessKeyId=AKIAIWOWYYGZ2Y53UL3A&Expires=1517664040&Signature=vYm4A4lBBb7khrjQS9PxgOiEhBM%3D&response-content-disposition=inline%3B%20filename%3DInfluence_of_Acacia_senegal_agroforestry.pdf,Middle East and Africa,Sudan,,,,1.3316195372750643,% increase (solution vs. conventional),1149.0521874332023,US$2014/ ha/ yr ,,"Roselle intercropped - calculated difference between net revenue of intercropped roselle divided by net revenue for sole roselle, based on Table 4 (p. 5)",Other,
"Bhatt & Misra 2003; reported increase in net returns for guava-rice system; Bhatt, B. P., & Misra, L. K. (2003). Production potential and cost-benefit analysis of agrihorticulture agroforestry systems in Northeast India. Journal of sustainable agriculture, 22(2), 99-108.",https://link.springer.com/article/10.1186/1179-5395-44-S1-S11,Asia (Sans Japan),India,,,,0.0296,% increase (solution vs. conventional),507.40016253417485,US$2014/ ha/ yr ,,"Value reported in terms of net returns; percentage increase in net return for guava-rice intercrops, compared to just rice (see abstract, p. 3)","Rice, paddy",
"Bhatt & Misra 2003; reported increase in net returns for lemon-rice system; Bhatt, B. P., & Misra, L. K. (2003). Production potential and cost-benefit analysis of agrihorticulture agroforestry systems in Northeast India. Journal of sustainable agriculture, 22(2), 99-108.",https://link.springer.com/article/10.1186/1179-5395-44-S1-S11,Asia (Sans Japan),India,,,,0.0198,% increase (solution vs. conventional),502.5705961075675,US$2014/ ha/ yr ,,"Value reported in terms of net returns; percentage increase in net return for lemon-rice intercrops, compared to just rice (see abstract, p. 3)","Rice, paddy",
"Chaturvedi, 1981",,,"india (Tarai, Uttar Pradesh) ",,,,0.015,%,500.2050941843312,US$2014/ ha/ yr ,,Unable to get the source link,,
"Prasad et al. 2010; annual crop + eucalyptus (10 x 1.5m spacing), based on NPV values; Prasad, J. V. N. S., Korwar, G. R., Rao, K. V., Mandal, U. K., Rao, C. A. R., Rao, G. R., ... & Rao, M. R. (2010). Tree row spacing affected agronomic and economic performance of Eucalyptus-based agroforestry in Andhra Pradesh, Southern India. Agroforestry Systems, 78(3), 253-267.",https://link.springer.com/article/10.1007/s10457-009-9275-1,Asia (Sans Japan),India,,,,3.0152621646016247,% increase (solution vs. conventional),1978.772994304766,US$2014/ ha/ yr ,,Calculated based on NPV for annual crop + eucalyptus (10 x 1.5m spacing) divided by arable cropping NPV -  at 12% discount rate; see Table 6 p. 13,Cow peas,
"Prasad et al. 2010; annual crop + eucalyptus (11 x 1m spacing), based on NPV values; Prasad, J. V. N. S., Korwar, G. R., Rao, K. V., Mandal, U. K., Rao, C. A. R., Rao, G. R., ... & Rao, M. R. (2010). Tree row spacing affected agronomic and economic performance of Eucalyptus-based agroforestry in Andhra Pradesh, Southern India. Agroforestry Systems, 78(3), 253-267.",https://link.springer.com/article/10.1007/s10457-009-9275-2,Asia (Sans Japan),India,,,,2.9822761959465005,% increase (solution vs. conventional),1962.5170834102853,US$2014/ ha/ yr ,,Calculated based on NPV for annual crop + eucalyptus (11 x 1m spacing) divided by arable cropping NPV -  at 12% discount rate; see Table 6 p. 13,Cow peas,
"Prasad et al. 2010; annual crop + eucalyptus (7 x 1.5m spacing), based on NPV values; Prasad, J. V. N. S., Korwar, G. R., Rao, K. V., Mandal, U. K., Rao, C. A. R., Rao, G. R., ... & Rao, M. R. (2010). Tree row spacing affected agronomic and economic performance of Eucalyptus-based agroforestry in Andhra Pradesh, Southern India. Agroforestry Systems, 78(3), 253-267.",https://link.springer.com/article/10.1007/s10457-009-9275-3,Asia (Sans Japan),India,,,,2.963936982030032,% increase (solution vs. conventional),1953.4792822040256,US$2014/ ha/ yr ,,"Calculated based on NPV for annual crop + eucalyptus (7 x 1.5m spacing), divided by arable cropping NPV -  at 12% discount rate; see Table 6 p. 13",Cow peas,
"Prasad et al. 2010; annual crop + eucalyptus (6 x 1m spacing), based on NPV values; Prasad, J. V. N. S., Korwar, G. R., Rao, K. V., Mandal, U. K., Rao, C. A. R., Rao, G. R., ... & Rao, M. R. (2010). Tree row spacing affected agronomic and economic performance of Eucalyptus-based agroforestry in Andhra Pradesh, Southern India. Agroforestry Systems, 78(3), 253-267.",https://link.springer.com/article/10.1007/s10457-009-9275-4,Asia (Sans Japan),India,,,,2.9681627964224173,% increase (solution vs. conventional),1955.5618180524477,US$2014/ ha/ yr ,,"Calculated based on NPV for annual crop + eucalyptus (6 x 1m spacing), divided by arable cropping NPV -  at 12% discount rate; see Table 6 p. 13",Cow peas,
"Prasad et al. 2010; annual crop + eucalyptus (3 x 2m spacing), based on NPV values; Prasad, J. V. N. S., Korwar, G. R., Rao, K. V., Mandal, U. K., Rao, C. A. R., Rao, G. R., ... & Rao, M. R. (2010). Tree row spacing affected agronomic and economic performance of Eucalyptus-based agroforestry in Andhra Pradesh, Southern India. Agroforestry Systems, 78(3), 253-267.",https://link.springer.com/article/10.1007/s10457-009-9275-5,Asia (Sans Japan),India,,,,2.546730122261426,% increase (solution vs. conventional),1747.8743594602772,US$2014/ ha/ yr ,,"Calculated based on NPV for annual crop + eucalyptus (3 x 2m spacing), divided by arable cropping NPV -  at 12% discount rate; see Table 6 p. 13",Cow peas,
"Van Vooren 2016; hedgerows no subsidies compared to BAU (based on discounted gross margins); Van Vooren, L., Reubens, B., Broekx, S., Pardon, P., Reheul, D., van Winsen, F., ... & Lauwers, L. (2016). Greening and producing: An economic assessment framework for integrating trees in cropping systems. Agricultural Systems, 148, 44-57.",https://ac.els-cdn.com/S0308521X16302803/1-s2.0-S0308521X16302803-main.pdf?_tid=a6bf86ed-816c-43a7-87c6-1fc33440f5cd&acdnat=1548279373_3b5271d4a3960c1ee26f8321f6cfe58f,EU,Belgium,,,,0.91,% increase (solution vs. conventional),941.2726402877564,US$2014/ ha/ yr ,,"Reported (modeled) farm discounted gross margin for hedgerow system WITHOUT subsidies, compared to discounted gross margin for business as usual option (see Table 1, p. 5)",Other,
"Van Vooren 2016; hedgerows + subsidies compared to BAU (based on discounted gross margins); Van Vooren, L., Reubens, B., Broekx, S., Pardon, P., Reheul, D., van Winsen, F., ... & Lauwers, L. (2016). Greening and producing: An economic assessment framework for integrating trees in cropping systems. Agricultural Systems, 148, 44-57.",https://ac.els-cdn.com/S0308521X16302803/1-s2.0-S0308521X16302803-main.pdf?_tid=a6bf86ed-816c-43a7-87c6-1fc33440f5cd&acdnat=1548279373_3b5271d4a3960c1ee26f8321f6cfe58f,EU,Belgium,,,,1.02,% increase (solution vs. conventional),995.4820593619204,US$2014/ ha/ yr ,,"Reported (modeled) farm discounted gross margin for hedgerow system WITH subsidies, compared to discounted gross margin for business as usual option (see Table 1, p. 5)",Other,
"Van Vooren 2016; alley crops no subsidies compared to BAU (based on discounted gross margins); Van Vooren, L., Reubens, B., Broekx, S., Pardon, P., Reheul, D., van Winsen, F., ... & Lauwers, L. (2016). Greening and producing: An economic assessment framework for integrating trees in cropping systems. Agricultural Systems, 148, 44-57.",https://ac.els-cdn.com/S0308521X16302803/1-s2.0-S0308521X16302803-main.pdf?_tid=a6bf86ed-816c-43a7-87c6-1fc33440f5cd&acdnat=1548279373_3b5271d4a3960c1ee26f8321f6cfe58f,EU,Belgium,,,,0.98,% increase (solution vs. conventional),975.7695433349515,US$2014/ ha/ yr ,,"Reported (modeled) farm discounted gross margin for alley cropping system WITHOUT subsidies, compared to discounted gross margin for business as usual option (see Table 1, p. 5)",Other,
"Van Vooren 2016; alley crops + subsidies compared to BAU (based on discounted gross margins); Van Vooren, L., Reubens, B., Broekx, S., Pardon, P., Reheul, D., van Winsen, F., ... & Lauwers, L. (2016). Greening and producing: An economic assessment framework for integrating trees in cropping systems. Agricultural Systems, 148, 44-57.",https://ac.els-cdn.com/S0308521X16302803/1-s2.0-S0308521X16302803-main.pdf?_tid=a6bf86ed-816c-43a7-87c6-1fc33440f5cd&acdnat=1548279373_3b5271d4a3960c1ee26f8321f6cfe58f,EU,Belgium,,,,1.08,% increase (solution vs. conventional),1025.0508334023734,US$2014/ ha/ yr ,,"Reported (modeled) farm discounted gross margin for alley cropping system WITH subsidies, compared to discounted gross margin for business as usual option (see Table 1, p. 5)",Other,
"Xu et al. 2019; % NPV increase across 3 apple-crop alley cropping systems compared to monocultures; Xu, H., Bi, H., Gao, L., & Yun, L. (2019). Alley Cropping Increases Land Use Efficiency and Economic Profitability Across the Combination Cultivation Period. Agronomy, 9(1), 34.",https://www.mdpi.com/2073-4395/9/1/34/htm,Asia (Sans Japan),China,1  - Peer Reviewed,2019.0,,0.61,% increase (solution vs. conventional),793.4287700854909,US$2014/ ha/ yr ,,Increase in NPV in three alley cropping systems compared to crop monocultures,Maize,
