"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Pan et al. (2011); Asian Russia- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,Asia (Sans Japan),Asian Russia,Temperate/Boreal-Humid,1  - Peer Reviewed,,,177.50517292344074,MgC/ha,,t C / ha,,See Pan et al. (2011) sheet,
"Pan et al. (2011); European Russia- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,Eastern Europe,Europe Russia,Temperate/Boreal-Humid,1  - Peer Reviewed,,,157.98816568047337,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
"Pan et al. (2011); Canada- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,OECD90,Canada,Temperate/Boreal-Humid,1  - Peer Reviewed,,,85.87619877942458,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
"Pan et al. (2011); Europe boreal- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,EU,Europe boreal,Temperate/Boreal-Humid,1  - Peer Reviewed,,,131.22923588039868,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
"Pan et al. (2011); USA- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,USA,United States,Temperate/Boreal-Humid,1  - Peer Reviewed,,,62.2568093385214,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
"Pan et al. (2011); Europe- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,EU,Europe,Temperate/Boreal-Humid,1  - Peer Reviewed,,,112.80276816608996,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
"Pan et al. (2011); China- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,China,China,Temperate/Boreal-Humid,1  - Peer Reviewed,,,104.75578406169666,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
"Pan et al. (2011); Australia- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,OECD90,Australia,Temperate/Boreal-Humid,1  - Peer Reviewed,,,37.533512064343164,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
"Pan et al. (2011); New Zealand- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,OECD90,New Zealand,Temperate/Boreal-Humid,1  - Peer Reviewed,,,84.33734939759036,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
"Pan et al. (2011); Other countries- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,World,Other countries,Temperate/Boreal-Humid,1  - Peer Reviewed,,,112.5,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
"Pan et al. (2011); Tropical intact Asia- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,Asia (Sans Japan),South Asia,Tropical-Humid,1  - Peer Reviewed,,,81.66533226581265,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
"Pan et al. (2011); Tropical intact Africa- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,Middle East and Africa,Africa,Tropical-Humid,1  - Peer Reviewed,,,71.65991902834008,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
"Pan et al. (2011); Tropical intact Latin America- Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007 divided by 2007 total forest area in Table S2. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,Latin America,Americas,Tropical-Humid,1  - Peer Reviewed,,,91.8261769270564,MgC/ha,,t C / ha,,"Soil stock in Table S3 ""Estimates of carbon stocks for global established forests"", 2007. Supplementary information divided by area in Table S2",
